구분,코드,키워드,,,
ATA,3041,ICE AND RAIN PROTECTION - WINDSHIELD/WINDOWS AND DOORS - WINDSHIELD/WINDOWS ANTI-ICE,,,
ATA,3042,ICE AND RAIN PROTECTION - WINDSHIELD/WINDOWS AND DOORS - WIPER,,,
ATA,3043,ICE AND RAIN PROTECTION - WINDSHIELD/WINDOWS AND DOORS - RAIN REPELLENT,,,
ATA,3044,ICE AND RAIN PROTECTION - WINDSHIELD/WINDOWS AND DOORS - DOOR,,,
ATA,3070,ICE AND RAIN PROTECTION - WATER/WASTE,,,
ATA,3080,ICE AND RAIN PROTECTION - ICE DETECTION,,,
ATA,3110,INDICATION/RECORDING SYSTEM - INSTRUMENT PANELS,,,
ATA,3120,INDICATION/RECORDING SYSTEM - INDEPENDENT INSTRUMENTS,,,
ATA,3121,INDICATION/RECORDING SYSTEM - INDEPENDENT INSTRUMENTS - CLOCKS,,,
ATA,3122,INDICATION/RECORDING SYSTEM - INDEPENDENT INSTRUMENTS - INCLINOMETER,,,
ATA,3130,INDICATION/RECORDING SYSTEM - DATA RECORDING SYSTEM,,,
ATA,3131,INDICATION/RECORDING SYSTEM - DATA RECORDING SYSTEM - FDR (FLIGHT DATA RECORDER) SYSTEM,,,
ATA,3135,INDICATION/RECORDING SYSTEM - DATA RECORDING SYSTEM - ACMS (AIRCRAFT CONDITION MONITORING SYS.),,,
ATA,3140,INDICATION/RECORDING SYSTEM - CENTRAL COMPUTER,,,
ATA,3141,INDICATION/RECORDING SYSTEM - CENTRAL COMPUTER - AIMS (B777),,,
ATA,3143,INDICATION/RECORDING SYSTEM - CENTRAL COMPUTER - WEIGHT AND BALANCE SYSTEM,,,
ATA,3150,INDICATION/RECORDING SYSTEM - CENTRAL WARNING SYSTEM,,,
ATA,3151,INDICATION/RECORDING SYSTEM - CENTRAL WARNING SYSTEM - MAWEA / FWC,,,
ATA,3152,INDICATION/RECORDING SYSTEM - CENTRAL WARNING SYSTEM - VISUAL/AURAL WARNING,,,
ATA,3155,INDICATION/RECORDING SYSTEM - CENTRAL WARNING SYSTEM - SDAC,,,
ATA,3160,INDICATION/RECORDING SYSTEM - CENTRAL DISPLAY SYSTEM,,,
ATA,3161,INDICATION/RECORDING SYSTEM - CENTRAL DISPLAY SYSTEM - EFIS / EIS,,,
ATA,3162,INDICATION/RECORDING SYSTEM - CENTRAL DISPLAY SYSTEM - EICAS / ECAM,,,
ATA,3163,INDICATION/RECORDING SYSTEM - CENTRAL DISPLAY SYSTEM - DU (DISPLAY UNITS),,,
ATA,3165,INDICATION/RECORDING SYSTEM - CENTRAL DISPLAY SYSTEM - DMC / DEU,,,
ATA,3210,LANDING GEAR - MAIN GEAR AND DOORS,,,
ATA,3211,LANDING GEAR - MAIN GEAR AND DOORS - MAIN GEAR,,,
ATA,3212,LANDING GEAR - MAIN GEAR AND DOORS - MAIN GEAR DOORS,,,
ATA,3220,LANDING GEAR - NOSE GEAR AND DOORS,,,
ATA,3221,LANDING GEAR - NOSE GEAR AND DOORS - NOSE GEAR,,,
ATA,3222,LANDING GEAR - NOSE GEAR AND DOORS - NOSE GEAR DOORS,,,
ATA,3230,LANDING GEAR - EXTENSION AND RETRACTION,,,
ATA,3231,LANDING GEAR - EXTENSION AND RETRACTION - LANDING GEAR CONTROL SYSTEM,,,
ATA,3232,LANDING GEAR - EXTENSION AND RETRACTION - MAIN GEAR & DOOR OPERATION,,,
ATA,3234,LANDING GEAR - EXTENSION AND RETRACTION - NOSE GEAR & DOOR OPERATION,,,
ATA,3235,LANDING GEAR - EXTENSION AND RETRACTION - ALTERNATE EXTENSION SYSTEM,,,
ATA,3240,LANDING GEAR - WHEELS AND BRAKES,,,
ATA,3241,LANDING GEAR - WHEELS AND BRAKES - BRAKE CONTROL SYSTEM,,,
ATA,3242,LANDING GEAR - WHEELS AND BRAKES - ANTISKID / AUTOBRAKE SYSTEM,,,
ATA,3244,LANDING GEAR - WHEELS AND BRAKES - PARKING BRAKE SYSTEM,,,
ATA,3245,LANDING GEAR - WHEELS AND BRAKES - WHEELS AND TIRES,,,
ATA,3246,LANDING GEAR - WHEELS AND BRAKES - BRAKE TEMPERATURE MONITORING SYSTEM,,,
ATA,3248,LANDING GEAR - WHEELS AND BRAKES - BRAKE COOLING,,,
ATA,3249,LANDING GEAR - WHEELS AND BRAKES - TIRE PRESSURE INDICATION SYSTEM,,,
ATA,3250,LANDING GEAR - STEERING,,,
ATA,3251,LANDING GEAR - STEERING - NOSE GEAR,,,
ATA,3252,LANDING GEAR - STEERING - MAIN GEAR,,,
ATA,3260,LANDING GEAR - POSITION & WARNING,,,
ATA,3261,LANDING GEAR - POSITION & WARNING - PROXIMITY SENSING SYSTEM,,,
ATA,3262,LANDING GEAR - POSITION & WARNING - AGS (AIR/GROUND SYSTEM),,,
ATA,3270,LANDING GEAR - TAIL SKID / STRIKE SYSTEM,,,
ATA,3310,LIGHTS - COCKPIT,,,
ATA,3311,LIGHTS - COCKPIT - FLIGHT CREW / ILLUMINATION LIGHT,,,
ATA,3313,LIGHTS - COCKPIT - PANEL LIGHT,,,
ATA,3314,LIGHTS - COCKPIT - MISCELLANEOUS LIGHT,,,
ATA,3315,LIGHTS - COCKPIT - MASTER BRIGHT CONTROL,,,
ATA,3318,LIGHTS - COCKPIT - PUSH BUTTON SWITCH / LAMP,,,
ATA,3320,LIGHTS - CABIN,,,
ATA,3321,LIGHTS - CABIN - CABIN ILLUMINATION,,,
ATA,3322,LIGHTS - CABIN - READING LIGHT,,,
ATA,3323,LIGHTS - CABIN - NIGHT LIGHTS,,,
ATA,3324,LIGHTS - CABIN - INFORMATION SIGNS,,,
ATA,3325,"LIGHTS - CABIN - ATTENDANT WORK LIGHT, CALL LIGHT",,,
ATA,3326,LIGHTS - CABIN - LAVATORY,,,
ATA,3327,LIGHTS - CABIN - GALLEY / CLOSET / BAR UNIT / DFS(A380),,,
ATA,3328,LIGHTS - CABIN - ENTRY DOOR LIGHT,,,
ATA,3329,LIGHTS - CABIN - CREW REST LIGHT,,,
ATA,3330,LIGHTS - CARGO / SERVICE COMPARTMENT,,,
ATA,3331,LIGHTS - CARGO / SERVICE COMPARTMENT - SERVICE COMPARTMENT / WHEEL WELL / AVIONICS,,,
ATA,3332,LIGHTS - CARGO / SERVICE COMPARTMENT - CARGO COMPARTMENT,,,
ATA,3340,LIGHTS - EXTERIOR,,,
ATA,3341,"LIGHTS - EXTERIOR - WING, ENGINE ILLUMINATION",,,
ATA,3342,LIGHTS - EXTERIOR - LANDING / RUNWAY TURNOFF / TAXI / TAKE OFF,,,
ATA,3343,LIGHTS - EXTERIOR - POSITION / NAVIGATION / WING TIP,,,
ATA,3344,LIGHTS - EXTERIOR - ANTI-COLLISION,,,
ATA,3345,LIGHTS - EXTERIOR - LOGO,,,
ATA,3346,LIGHTS - EXTERIOR - AREA LIGHT,,,
ATA,3347,LIGHTS - EXTERIOR - CAMERA,,,
ATA,3348,LIGHTS - EXTERIOR - AIRSTAIR TREAD,,,
ATA,3349,LIGHTS - EXTERIOR - EXTERIOR PASSENGER DOOR,,,
ATA,3350,LIGHTS - EMERGENCY LIGHT,,,
ATA,3351,LIGHTS - EMERGENCY LIGHT - INTERIOR,,,
ATA,3352,LIGHTS - EMERGENCY LIGHT - EXTERIOR,,,
ATA,3353,LIGHTS - EMERGENCY LIGHT - BATTERIES/POWER PACKS,,,
ATA,3410,NAVIGATION - FLIGHT ENVIRONMENT DATA,,,
ATA,3411,NAVIGATION - FLIGHT ENVIRONMENT DATA - PITOT/STATIC SYSTEM,,,
ATA,3412,NAVIGATION - FLIGHT ENVIRONMENT DATA - AIR TEMPERATURE / TAT,,,
ATA,3414,NAVIGATION - FLIGHT ENVIRONMENT DATA - AIRSPEED/MACH INDICATOR,,,
ATA,3415,NAVIGATION - FLIGHT ENVIRONMENT DATA - OVERSPEED WARNING,,,
ATA,3416,"NAVIGATION - FLIGHT ENVIRONMENT DATA - ALTIMETER, ALTITUDE ALERT SYSTEM",,,
ATA,3420,NAVIGATION - ATTITUDE AND DIRECTION DATA,,,
ATA,3421,NAVIGATION - ATTITUDE AND DIRECTION DATA - IRS / ADIRS / EARTH REFERENCE SYSTEM,,,
ATA,3422,NAVIGATION - ATTITUDE AND DIRECTION DATA - RMI (RADIO MAGNETIC INDICATOR),,,
ATA,3423,NAVIGATION - ATTITUDE AND DIRECTION DATA - MAGNETIC COMPASS,,,
ATA,3424,NAVIGATION - ATTITUDE AND DIRECTION DATA - STANDBY ATTITUDE/NAVIGATION,,,
ATA,3425,NAVIGATION - ATTITUDE AND DIRECTION DATA - ISFD (INTEGRATED STANDBY FLIGHT DISPLAY),,,
ATA,3430,NAVIGATION - LANDING AND TAXI AIDS,,,
ATA,3431,NAVIGATION - LANDING AND TAXI AIDS - ILS,,,
ATA,3433,NAVIGATION - LANDING AND TAXI AIDS - RADIO ALTIMETER,,,
ATA,3434,NAVIGATION - LANDING AND TAXI AIDS - MARKER BEACON,,,
ATA,3435,NAVIGATION - LANDING AND TAXI AIDS - HEADS UP DISPLAY,,,
ATA,3436,NAVIGATION - LANDING AND TAXI AIDS - WIND SHEAR DETECTION,,,
ATA,3438,NAVIGATION - LANDING AND TAXI AIDS - ONBOARD AIRPORT NAVIGATION SYSTEM,,,
ATA,3440,NAVIGATION - INDEPENDENT POS. DETERMINING SYS.,,,
ATA,3442,NAVIGATION - INDEPENDENT POS. DETERMINING SYS. - WEATHER RADAR,,,
ATA,3444,NAVIGATION - INDEPENDENT POS. DETERMINING SYS. - GPWS (GROUND PROXIMITY SYSTEM),,,
ATA,3445,NAVIGATION - INDEPENDENT POS. DETERMINING SYS. - TCAS / AIR COLLISION AVOIDANCE SYS.,,,
ATA,3450,NAVIGATION - DEPENDENT POSITION DETERMINING SYSTEM,,,
ATA,3451,NAVIGATION - DEPENDENT POSITION DETERMINING SYSTEM - DME,,,
ATA,3452,NAVIGATION - DEPENDENT POSITION DETERMINING SYSTEM - ATC TRANSPONDER,,,
ATA,3454,NAVIGATION - DEPENDENT POSITION DETERMINING SYSTEM - VOR,,,
ATA,3455,NAVIGATION - DEPENDENT POSITION DETERMINING SYSTEM - ADF,,,
ATA,3457,NAVIGATION - DEPENDENT POSITION DETERMINING SYSTEM - GPS (GLOBAL POSITIONING SYSTEM),,,
ATA,3458,NAVIGATION - DEPENDENT POSITION DETERMINING SYSTEM - ONBOARD AIRPORT NAVIGATION SYSTEM,,,
ATA,3460,NAVIGATION - FLIGHT MANAGEMENT COMPUTING SYSTEM,,,
ATA,3461,NAVIGATION - FLIGHT MANAGEMENT COMPUTING SYSTEM - FLIGHT MANAGEMENT SYSTEM / FUNCTION,,,
ATA,3462,NAVIGATION - FLIGHT MANAGEMENT COMPUTING SYSTEM - FMS CDU,,,
ATA,3463,NAVIGATION - FLIGHT MANAGEMENT COMPUTING SYSTEM - FMS / NAV DATA LOADING,,,
ATA,3470,NAVIGATION - AIRCRAFT SURVEILLANCE SYSTEM,,,
ATA,3471,NAVIGATION - AIRCRAFT SURVEILLANCE SYSTEM - AIRCRAFT ENVIRONMENT SURVEILLANCE SYSTEM,,,
ATA,3510,OXYGEN - CREW OXYGEN,,,
ATA,3511,OXYGEN - CREW OXYGEN - BOTTLE,,,
ATA,3512,OXYGEN - CREW OXYGEN - DISTRIBUTION,,,
ATA,3513,OXYGEN - CREW OXYGEN - MASK / MASK MICROPHONE / STOWAGE BOX,,,
ATA,3514,OXYGEN - CREW OXYGEN - PRESSURE INDICATION,,,
ATA,3520,OXYGEN - PASSENGER OXYGEN,,,
ATA,3530,OXYGEN - PORTABLE OXYGEN,,,
ATA,3610,PNEUMATIC - PNEUMATIC DISTRIBUTION,,,
ATA,3611,PNEUMATIC - PNEUMATIC DISTRIBUTION - ENG BLEED AIR PRESSURE/FLOW CONTROL,,,
ATA,3612,PNEUMATIC - PNEUMATIC DISTRIBUTION - ENG BLEED AIR REGULATING VALVE,,,
ATA,3613,PNEUMATIC - PNEUMATIC DISTRIBUTION - ENG BLEED AIR HIGH PRESSURE VALVE,,,
ATA,3614,PNEUMATIC - PNEUMATIC DISTRIBUTION - ENG BLEED AIR PRECOOLER SYSTEM,,,
ATA,3615,PNEUMATIC - PNEUMATIC DISTRIBUTION - APU BLEED AIR SUPPLY SYSTEM,,,
ATA,3616,PNEUMATIC - PNEUMATIC DISTRIBUTION - GROUND COMPRESSED AIR SUPPLY SYSTEM,,,
ATA,3617,PNEUMATIC - PNEUMATIC DISTRIBUTION - ISOLATION/CROSS BLEED SYSTEM,,,
ATA,3618,PNEUMATIC - PNEUMATIC DISTRIBUTION - PNEUMATIC LEAK,,,
ATA,3620,PNEUMATIC - PNEUMATIC INDICATING,,,
ATA,3621,PNEUMATIC - PNEUMATIC INDICATING - PRESSURE/FLOW INDICATING,,,
ATA,3622,PNEUMATIC - PNEUMATIC INDICATING - TEMPERATURE INDICATING,,,
ATA,3810,WATER/WASTE - POTABLE WATER,,,
ATA,3811,WATER/WASTE - POTABLE WATER - STORAGE TANK,,,
ATA,3812,WATER/WASTE - POTABLE WATER - DISTRIBUTION,,,
ATA,3813,WATER/WASTE - POTABLE WATER - HEATING,,,
ATA,3814,WATER/WASTE - POTABLE WATER - QUANTITY INDICATION,,,
ATA,3830,WATER/WASTE - WASTE,,,
ATA,3831,WATER/WASTE - WASTE - GRAY WATER / DRAIN SYSTEM,,,
ATA,3832,WATER/WASTE - WASTE - VACUUM WASTE SYSTEM,,,
ATA,3833,WATER/WASTE - WASTE - QUANTITY INDICATION,,,
ATA,3840,WATER/WASTE - AIR SUPPLY/PRESSURIZATION SYS.,,,
ATA,4210,INTEGRATED MODULAR AVIONICS - SHARED AVIONICS RESOURCES,,,
ATA,4211,INTEGRATED MODULAR AVIONICS - SHARED AVIONICS RESOURCES - CPIOM,,,
ATA,4212,INTEGRATED MODULAR AVIONICS - SHARED AVIONICS RESOURCES - IOM,,,
ATA,4220,INTEGRATED MODULAR AVIONICS - CORE SYSTEM,,,
ATA,4221,INTEGRATED MODULAR AVIONICS - CORE SYSTEM - COMMON CORE SYSTEM,,,
ATA,4230,INTEGRATED MODULAR AVIONICS - NETWORK,,,
ATA,4231,INTEGRATED MODULAR AVIONICS - NETWORK - AVIONICS SWITCHED ETHERNET,,,
ATA,4240,INTEGRATED MODULAR AVIONICS - DATA CONCENTRATOR SYSTEM,,,
ATA,4410,CABIN SYSTEMS - CABIN SERVICES SYSTEM,,,
ATA,4411,CABIN SYSTEMS - CABIN SERVICES SYSTEM - CABIN CONTROL PANEL,,,
ATA,4412,CABIN SYSTEMS - CABIN SERVICES SYSTEM - PAS (PASSENGER ADDRESS SYSTEM),,,
ATA,4413,CABIN SYSTEMS - CABIN SERVICES SYSTEM - PSS (PASSENGER SERVICE SYSTEM),,,
ATA,4414,CABIN SYSTEMS - CABIN SERVICES SYSTEM - CIS (CABIN INTERPHONE SYSTEM),,,
ATA,4420,CABIN SYSTEMS - IFE (IN-FLIGHT ENTERTAINMENT) SYS.,,,
ATA,4421,CABIN SYSTEMS - IFE (IN-FLIGHT ENTERTAINMENT) SYS. - DISTRIBUTION SYSTEM,,,
ATA,4425,CABIN SYSTEMS - IFE (IN-FLIGHT ENTERTAINMENT) SYS. - HEAD-END SYSTEM,,,
ATA,4426,CABIN SYSTEMS - IFE (IN-FLIGHT ENTERTAINMENT) SYS. - VIDEO,,,
ATA,4428,CABIN SYSTEMS - IFE (IN-FLIGHT ENTERTAINMENT) SYS. - AUDIO,,,
ATA,4430,CABIN SYSTEMS - EXTERNAL COMMUNICATION,,,
ATA,4431,CABIN SYSTEMS - EXTERNAL COMMUNICATION - CABIN TELECOMMUNICATIONS,,,
ATA,4435,CABIN SYSTEMS - EXTERNAL COMMUNICATION - BROADBAND COMMUNICATION,,,
ATA,4440,CABIN SYSTEMS - CABIN MASS MEMORY SYSTEM,,,
ATA,4450,CABIN SYSTEMS - CABIN MONITORING SYSTEM,,,
ATA,4451,CABIN SYSTEMS - CABIN MONITORING SYSTEM - VIDEO SURVEILLANCE SYSTEM,,,
ATA,4510,CENTRAL MAINTENANCE SYSTEM - CENTRAL MAINTENANCE SYSTEM,,,
ATA,4511,CENTRAL MAINTENANCE SYSTEM - CENTRAL MAINTENANCE SYSTEM - COMPUTING FUNCTION / COMPUTER,,,
ATA,4512,CENTRAL MAINTENANCE SYSTEM - CENTRAL MAINTENANCE SYSTEM - MAT (MAINTENANCE ACCESS TERMINAL),,,
ATA,4513,CENTRAL MAINTENANCE SYSTEM - CENTRAL MAINTENANCE SYSTEM - PMAT (PORTABLE MAINTENANCE ACCESS TERMINAL),,,
ATA,4514,CENTRAL MAINTENANCE SYSTEM - CENTRAL MAINTENANCE SYSTEM - PRINTER,,,
ATA,4520,CENTRAL MAINTENANCE SYSTEM - DLCS (DATA LOADING AND CONFIGURATION SYSTEM),,,
ATA,4610,INFORMATION SYSTEM - AIRCRAFT INFORMATION SYSTEM,,,
ATA,4611,INFORMATION SYSTEM - AIRCRAFT INFORMATION SYSTEM - EFB / SERVER FUNCTION,,,
ATA,4612,INFORMATION SYSTEM - AIRCRAFT INFORMATION SYSTEM - CORE NETWORK SYSTEM / AVI INTERFACE,,,
ATA,4613,INFORMATION SYSTEM - AIRCRAFT INFORMATION SYSTEM - ONS / SECURE COMMUNICATION INTERFACE,,,
ATA,4620,INFORMATION SYSTEM - FLIGHT DECK INFORMATION SYSTEM,,,
ATA,4621,INFORMATION SYSTEM - FLIGHT DECK INFORMATION SYSTEM - ATIMS,,,
ATA,4630,INFORMATION SYSTEM - MAINTENANCE INFORMATION SYSTEM,,,
ATA,4631,INFORMATION SYSTEM - MAINTENANCE INFORMATION SYSTEM - OMT (ONBOARD MAINTENANCE TERMINAL),,,
ATA,4632,"INFORMATION SYSTEM - MAINTENANCE INFORMATION SYSTEM - OIT, ACD, TPU",,,
ATA,4633,INFORMATION SYSTEM - MAINTENANCE INFORMATION SYSTEM - LAPTOP,,,
ATA,4635,INFORMATION SYSTEM - MAINTENANCE INFORMATION SYSTEM - OIS (ONBOARD INFORMATION SYSTEM),,,
ATA,4640,INFORMATION SYSTEM - CABIN INFORMATION SYSTEM,,,
ATA,4642,INFORMATION SYSTEM - CABIN INFORMATION SYSTEM - INTERNET WIRELESS DATA LINK,,,
ATA,4643,INFORMATION SYSTEM - CABIN INFORMATION SYSTEM - CABIN CREW APPLICATION,,,
ATA,4670,INFORMATION SYSTEM - AIRCRAFT LOCAL AREA NETWORK,,,
ATA,4671,INFORMATION SYSTEM - AIRCRAFT LOCAL AREA NETWORK - ROUTING FUNCTION,,,
ATA,4710,INERT GAS SYSTEM - NITROGEN GENERATION,,,
ATA,4711,INERT GAS SYSTEM - NITROGEN GENERATION - ASM (AIR SEPARATION MODULE/UNIT),,,
ATA,4720,INERT GAS SYSTEM - DISTRIBUTION,,,
ATA,4730,INERT GAS SYSTEM - CONTROL,,,
ATA,4740,INERT GAS SYSTEM - INDICATION,,,
ATA,4910,APU - APU COMPARTMENT/COWLING,,,
ATA,4911,APU - APU COMPARTMENT/COWLING - COWLING,,,
ATA,4913,APU - APU COMPARTMENT/COWLING - APU MOUNTS,,,
ATA,4914,APU - APU COMPARTMENT/COWLING - APU HARNESS,,,
ATA,4915,APU - APU COMPARTMENT/COWLING - APU AIR INLET,,,
ATA,4916,APU - APU COMPARTMENT/COWLING - APU DRAIN AND VENT,,,
ATA,4920,APU - APU HARDWARE,,,
ATA,4921,APU - APU HARDWARE - COMPRESSOR,,,
ATA,4922,APU - APU HARDWARE - TURBINE,,,
ATA,4923,APU - APU HARDWARE - CHAMBER,,,
ATA,4924,APU - APU HARDWARE - LOAD COMPRESSOR,,,
ATA,4925,APU - APU HARDWARE - ACCESSORY DRIVE GEARBOX,,,
ATA,4930,APU - APU FUEL AND CONTROL,,,
ATA,4931,APU - APU FUEL AND CONTROL - FUEL DISTRIBUTION,,,
ATA,4932,APU - APU FUEL AND CONTROL - FUEL CONTROL,,,
ATA,4933,APU - APU FUEL AND CONTROL - FUEL LEAK,,,
ATA,4940,APU - IGNITION AND STARTING,,,
ATA,4941,APU - IGNITION AND STARTING - IGNITION,,,
ATA,4942,APU - IGNITION AND STARTING - STARTER,,,
ATA,4950,APU - AIR,,,
ATA,4951,APU - AIR - BLEED AND SURGE,,,
ATA,4952,APU - AIR - ACCESSORY COOLING,,,
ATA,4953,APU - AIR - AIR LEAK,,,
ATA,4960,APU - ENGINE CONTROLS,,,
ATA,4961,APU - ENGINE CONTROLS - CONTROL AND MONITORING,,,
ATA,4962,APU - ENGINE CONTROLS - AUTO SHUTDOWN,,,
ATA,4970,APU - INDICATING,,,
ATA,4971,APU - INDICATING - APU TEMPERATURE (EGT),,,
ATA,4972,APU - INDICATING - FUEL FLOW,,,
ATA,4973,APU - INDICATING - OIL PRESSURE/TEMPERATURE,,,
ATA,4974,APU - INDICATING - AIR PRESSURE,,,
ATA,4975,APU - INDICATING - RPM,,,
ATA,4980,APU - EXHAUST,,,
ATA,4981,APU - EXHAUST - EXHAUST SYSTEM,,,
ATA,4990,APU - OIL,,,
ATA,4991,APU - OIL - STORAGE AND DISTRIBUTION,,,
ATA,4992,APU - OIL - OIL LEAK,,,
ATA,5210,DOOR - PASSENGER DOOR,,,
ATA,5211,DOOR - PASSENGER DOOR - DOOR LEAK/SEAL,,,
ATA,5212,DOOR - PASSENGER DOOR - LATCH/HANDLE/GIRT BAR MECHANISM,,,
ATA,5213,DOOR - PASSENGER DOOR - INSULATION / LINING / WINDOW SHADE / BUSTLE,,,
ATA,5214,DOOR - PASSENGER DOOR - STRUCTURE,,,
ATA,5215,DOOR - PASSENGER DOOR - DOOR ASSIST / SERVICING / EPAS,,,
ATA,5220,DOOR - EMERGENCY EXIT,,,
ATA,5230,DOOR - CARGO DOOR,,,
ATA,5231,DOOR - CARGO DOOR - NOSE,,,
ATA,5232,DOOR - CARGO DOOR - MAIN DECK,,,
ATA,5234,DOOR - CARGO DOOR - FORWARD,,,
ATA,5235,DOOR - CARGO DOOR - AFT,,,
ATA,5236,DOOR - CARGO DOOR - BULK,,,
ATA,5240,DOOR - SERVICE DOOR,,,
ATA,5250,DOOR - FIXED INTERIOR DOOR,,,
ATA,5260,DOOR - ENTRANCE STAIRS,,,
ATA,5270,DOOR - DOOR WARNING SYSTEM,,,
ATA,5310,STRUCTURE - FUSELAGE MAIN STRUCTURE,,,
ATA,5311,STRUCTURE - FUSELAGE MAIN STRUCTURE - FRAME,,,
ATA,5312,STRUCTURE - FUSELAGE MAIN STRUCTURE - BULKHEAD,,,
ATA,5313,STRUCTURE - FUSELAGE MAIN STRUCTURE - STRINGER / LONGERON,,,
ATA,5314,STRUCTURE - FUSELAGE MAIN STRUCTURE - KEEL,,,
ATA,5315,STRUCTURE - FUSELAGE MAIN STRUCTURE - FLOOR BEAM,,,
ATA,5320,STRUCTURE - AUXILIARY STRUCTURE,,,
ATA,5321,STRUCTURE - AUXILIARY STRUCTURE - FLOOR PANEL,,,
ATA,5322,STRUCTURE - AUXILIARY STRUCTURE - SEAT/GALLEY TRACK,,,
ATA,5323,STRUCTURE - AUXILIARY STRUCTURE - CARGO TRACK,,,
ATA,5330,STRUCTURE - PLATES / SKIN,,,
ATA,5340,STRUCTURE - ATTACH FITTING,,,
ATA,5341,STRUCTURE - ATTACH FITTING - WING,,,
ATA,5342,STRUCTURE - ATTACH FITTING - STABILIZER,,,
ATA,5343,STRUCTURE - ATTACH FITTING - LANDING GEAR,,,
ATA,5344,STRUCTURE - ATTACH FITTING - BULKHEAD / STRINGER,,,
ATA,5345,STRUCTURE - ATTACH FITTING - DOOR HINGE / TRACK,,,
ATA,5348,STRUCTURE - ATTACH FITTING - PYLON,,,
ATA,5350,STRUCTURE - FUSELAGE AERODYNAMIC FAIRING,,,
ATA,5450,NACELLES/PYLONS - PYLON STRUCTURE,,,
ATA,5452,NACELLES/PYLONS - PYLON STRUCTURE - FAIRING,,,
ATA,5453,NACELLES/PYLONS - PYLON STRUCTURE - FITTING,,,
ATA,5454,NACELLES/PYLONS - PYLON STRUCTURE - DOOR,,,
ATA,5455,NACELLES/PYLONS - PYLON STRUCTURE - SEAL,,,
ATA,5456,NACELLES/PYLONS - PYLON STRUCTURE - STRUT DRAIN,,,
ATA,5510,STABILIZERS - HORIZONTAL STABILIZER,,,
ATA,5511,STABILIZERS - HORIZONTAL STABILIZER - SPAR / RIB,,,
ATA,5512,STABILIZERS - HORIZONTAL STABILIZER - PLATE / SKIN,,,
ATA,5513,STABILIZERS - HORIZONTAL STABILIZER - STRUCTURE,,,
ATA,5514,STABILIZERS - HORIZONTAL STABILIZER - ATTACH FITTING,,,
ATA,5520,STABILIZERS - ELEVATOR,,,
ATA,5521,STABILIZERS - ELEVATOR - SPAR / RIB,,,
ATA,5522,STABILIZERS - ELEVATOR - PLATE / SKIN,,,
ATA,5523,STABILIZERS - ELEVATOR - STRUCTURE,,,
ATA,5524,STABILIZERS - ELEVATOR - ATTACH FITTING,,,
ATA,5530,STABILIZERS - VERTICAL STABILIZER,,,
ATA,5531,STABILIZERS - VERTICAL STABILIZER - SPAR / RIB,,,
ATA,5532,STABILIZERS - VERTICAL STABILIZER - PLATE / SKIN,,,
ATA,5533,STABILIZERS - VERTICAL STABILIZER - STRUCTURE,,,
ATA,5534,STABILIZERS - VERTICAL STABILIZER - ATTACH FITTING,,,
ATA,5540,STABILIZERS - RUDDER,,,
ATA,5541,STABILIZERS - RUDDER - SPAR / RIB,,,
ATA,5542,STABILIZERS - RUDDER - PLATE / SKIN,,,
ATA,5543,STABILIZERS - RUDDER - STRUCTURE,,,
ATA,5544,STABILIZERS - RUDDER - ATTACH FITTING,,,
ATA,5610,WINDOWS - FLIGHT COMPARTMENT,,,
ATA,5611,WINDOWS - FLIGHT COMPARTMENT - NO.1 WINDSHIELD,,,
ATA,5612,WINDOWS - FLIGHT COMPARTMENT - NO.2 WINDOW,,,
ATA,5613,"WINDOWS - FLIGHT COMPARTMENT - NO.3,4,5 WINDOW",,,
ATA,5619,WINDOWS - FLIGHT COMPARTMENT - SEAL,,,
ATA,5620,WINDOWS - PASSENGER COMPARTMENT,,,
ATA,5630,WINDOWS - DOOR-MOUNTED,,,
ATA,5640,WINDOWS - INSPECTION/OBSERVATION,,,
ATA,5710,WING - CENTER WING STRUCTURE,,,
ATA,5711,WING - CENTER WING STRUCTURE - SPAR,,,
ATA,5712,WING - CENTER WING STRUCTURE - RIB,,,
ATA,5713,WING - CENTER WING STRUCTURE - STRINGER / LONGERON,,,
ATA,5715,WING - CENTER WING STRUCTURE - BEAM,,,
ATA,5716,WING - CENTER WING STRUCTURE - ATTACH FITTING,,,
ATA,5717,WING - CENTER WING STRUCTURE - ACCESS COVER / DOOR,,,
ATA,5720,WING - OUTER WING STRUCTURE,,,
ATA,5721,WING - OUTER WING STRUCTURE - SPAR,,,
ATA,5722,WING - OUTER WING STRUCTURE - RIB,,,
ATA,5723,WING - OUTER WING STRUCTURE - STRINGER / LONGERON,,,
ATA,5724,WING - OUTER WING STRUCTURE - OUTER UPPER / LOWER SKIN,,,
ATA,5725,WING - OUTER WING STRUCTURE - OUTER FIXED PANEL / SKIN,,,
ATA,5726,WING - OUTER WING STRUCTURE - ATTACH FITTING,,,
ATA,5727,WING - OUTER WING STRUCTURE - ACCESS COVER/DOOR,,,
ATA,5730,"WING - WINGTIP / WING PLATE, SKIN",,,
ATA,5731,"WING - WINGTIP / WING PLATE, SKIN - WINGTIP STRUCTURE",,,
ATA,5732,"WING - WINGTIP / WING PLATE, SKIN - WINGLET",,,
ATA,5736,"WING - WINGTIP / WING PLATE, SKIN - ATTACH FITTING",,,
ATA,5737,"WING - WINGTIP / WING PLATE, SKIN - ACCESS COVER / DOOR",,,
