구분,코드,키워드,,,
ATA,2566,EMK USED,,,
ATA,2521,23D SEATBACK INOP,,,
ATA,2521,30D MONITOR INOP,,,
ATA,2533,A4-08 F.R HANDLE NOT FIX,,,
ATA,2521,12B SEAT POCKET IS BROKEN,,,
ATA,2521,25F SEATBACK INOP,,,
ATA,2541,"LAV61,73 DOOR RETRACTION ABNORMAL",,,
ATA,2521,2K SEATBELT BUCKLE NEED TO REPLACEMENT,,,
ATA,2526,40ABC OHB LATCH IS LOOSENED,,,
ATA,2521,14C MEAL TABLE IS TILTED,,,
ATA,2521,32H SEATBACK NEED TO FIX,,,
ATA,2540,AFT LAV L WASH BASIN IS CLOGGED,,,
ATA,2530,A1-25R STRAP NOT RETRACTING AFTER PULL,,,
ATA,2540,LAV L COLD WATER NOT COMING OUT,,,
ATA,2521,9C SEATBACK NEED TO CHECK,,,
ATA,2521,32C TRAY TABLE NEED TO CHECK,,,
ATA,2521,2K MEALTABLE UNBALANCED,,,
ATA,2521,10C TABLE UNBALANCE,,,
ATA,2521,23H SEAT BACK IS NOT FIXED,,,
ATA,2521,6G SEAT CANNOT CONTROL NOT WORKING,,,
ATA,2532,AFT GLY TRASH COMPACTOR NOT FUNCTIONING,,,
ATA,2540,"LAV L73,74 TRASHBIN DOOR LATCH NOT",,,
ATA,2521,10A MEAL TABLE IS TILTED,,,
ATA,2521,2D THERE IS A NOISE WHEN RECLINING,,,
ATA,2525,"22C,23C,27C WATER DROP FROM CEILING ON",,,
ATA,2521,CHK THE PRIVACY SCREEN 5EF,,,
ATA,2560,L4 STOWAGE O2 BOTTLE LOCKING INOP,,,
ATA,2530,MID GLY G2AL23 DOOR FRAME IS LOOSEN,,,
ATA,2533,B/C GLY CHILLER TOO WEAK,,,
ATA,2521,28D WIRE IS TOO SHARP,,,
ATA,2533,U3 GLY CHILLER INOP,,,
ATA,2540,U/D LAV LU55 LIGHT L/D MOVING,,,
ATA,2524,U/D 22A SIDE CLOSET LATCH INOP,,,
ATA,2524,U/D FWD THEATER CORD MAGNETIC IS WEAK,,,
ATA,2521,32E CUSHION BAD SMELL,,,
ATA,2521,[SEAT]HEADREST CUSHION WORN (58POS'),,,
ATA,2531,"MAIN AFT GLT, R SIDE A4-1F & A4-1R DOOR",,,
ATA,2555,AFT CARGO SIDE WALL PANEL STUD MISSING,,,
ATA,2555,BULK CARGO SIDE WALL PANEL STUD MISSING,,,
ATA,2554,FWD CARGO 131DW PROTECTOR PANEL DELAMINA,,,
ATA,2521,2K SEAT BUTTON MISSING,,,
ATA,2521,12F SEAT BELT NEED TO BE CHANGED,,,
ATA,2521,4H Foot-Rest is not fixed,,,
ATA,2540,LAV 55 (UD L2) STRUCTURE DAMAGE,,,
ATA,2525,79A SIDE STOWAGE IS NOT OPEN,,,
ATA,2521,1H MEAL TABLE CANNOT MOVE INSIDE,,,
ATA,2521,1K LEG EXTENTION BUTTON IS MISSING,,,
ATA,2540,R3 LAV L62 TRASHBIN HATCH NEED TO BE,,,
ATA,2521,36D TABLE BALANCE CHK PLZ,,,
ATA,2521,L2 CLOSET EXTRA BELT 1 MISSING,,,
ATA,2521,"36A, 41G SEAT TABLE BALANCE CHK PLZ",,,
ATA,2521,31D SEAT TABLE LATCH IS BROKEN,,,
ATA,2521,24A SEAT TABLE CONDITION CHK PLZ,,,
ATA,2532,F1-16(C/M) FLOODED WHEN BREWING,,,
ATA,2521,41F FOOTREST IS NOT FIXED UPRIGHT,,,
ATA,2521,53C SEAT BACK INOP,,,
ATA,2561,43G PLEASE CHECK THE LIFE VEST COVER,,,
ATA,2532,(AFT GALLEY)A2-15 OVEN DOOR CAN NOT BE,,,
ATA,2542,AFT L SIDE LAV 'D' BASIN LOWER STOWAGE,,,
ATA,2530,A1-7 LEFT LATCH LOOSENED,,,
ATA,2533,AFT GLY REFRIGERATOR LEFT DOOR RUBBER,,,
ATA,2525,"10A,B LSIDE CEILING RUBBER PACKING",,,
ATA,2532,MID GLY COFFEE MAKER NO.3 OVER BREWING,,,
ATA,2521,31G TRAY TABLE IS UNBALANCED,,,
ATA,2521,23B SEAT BACK IS NOT FIXED,,,
ATA,2521,36H RIGHT SIDE ARMREST TILTED,,,
ATA,2521,5K HEADREST UNAVAILABLE TO ADJUST,,,
ATA,2531,LATCHES IN MID GLY LOOSENED,,,
ATA,2521,"16B,2K TABLE BALANCE NEED TO BE FIXED",,,
ATA,2521,40AB ARMREST NOT NORMAL POSITION,,,
ATA,2521,"27C,22D,37G,38G MEAL TABLE BALANCE INOP",,,
ATA,2521,"24C,25B TABLE IS TILTED",,,
ATA,2533,MID GLY & AFT GLY CHILLER IS NOT WORK,,,
ATA,2521,10J TRAY TABLE UNBALANCED,,,
ATA,2533,FWD REFRIGERATOR FALT LIGHT ON,,,
ATA,2521,20G SEATBACK ADJUST INOP,,,
ATA,2532,AFT GLY COFFEE MAKER NO.3 INOP,,,
ATA,2521,28K SEATBACK IS NOT FIXED,,,
ATA,2521,39C SEATBACK IS STIFF,,,
ATA,2540,LAV L TOILET ROLL HOLDER IS BROKEN,,,
ATA,2521,5F SEATBELT IS TOO LOOSE WHEN IT CLIPPED,,,
ATA,2521,"14C,23A RECLINE IS NOT FIXED",,,
ATA,2521,2A RECLINE INOP,,,
ATA,2525,25 R/H WINDOW MAKES SOUND WHEN PUSHED,,,
ATA,2566,FWD F.A.K USED,,,
ATA,2530,FWD R1 TRASHBIN HATCH ABNORMAL,,,
ATA,2521,17B TABLE LATCH CHK,,,
ATA,2538,F2-3 LATCH CHK,,,
ATA,2521,34H CUPHOLDER BROKEN,,,
ATA,2538,AFT GLY A1-6 CART STOWAGE DOOR BROKEN,,,
ATA,2521,SEAT CUSHION SINK 16C,,,
ATA,2521,14C TRAY TABLE IS TILTED,,,
ATA,2521,5A SEAT UPRIGHT POSITION INOP,,,
ATA,2530,MID COFFEE MAKER BREW INOP GAIN 4,,,
ATA,2532,AFT GLY GAIN8 COFFEE MAKER WATER LEAKING,,,
ATA,2532,TRASH COMPACTOR IS NOT WORKING,,,
ATA,2521,38B SEAT BACK NOT FIXED,,,
ATA,2533,AFT GLY REFRIGERATOR DOOR IS STIFF,,,
ATA,2533,ALL ZONE CHILLER NOT OPERATING DEFECT IN,,,
ATA,2525,1A SLIDING DOOR (IN SIDE) PART DETACHED,,,
ATA,2521,21A SEAT INOP(NOT WORKING FOR FULL FLAT),,,
ATA,2540,LM54(R3 LAV) ROLL PAPER COFER DETACHED,,,
ATA,2521,"10G, 10K ARMREST NOT FIXED",,,
ATA,2521,39H MEAL TABLE UNBALANCED,,,
ATA,2530,U2 GLY R/H SIDE MODING DETACHED,,,
ATA,2560,UPK EXPIRE DATE IS LESS THAN 90 DAYS,,,
ATA,2550,AFT CGO L/H IMPACT WALL STUD 1EA MISSING,,,
ATA,2521,14E SEATBELT CHK PLZ,,,
ATA,2521,23A WHEN LEANED ON THE SEAT BACK IT GOES,,,
ATA,2564,18E LIFEVEST COVER TEARED,,,
ATA,2526,AFT TAKE-OFF 32K WATER DROP FROM AIRCON,,,
ATA,2524,MAIN-DECK AFTER THEATER GRD ONE SIDE BUC,,,
ATA,2524,U/D FWD CLOSET CU2-1 LATCH BROKEN,,,
ATA,2566,F.A.K (L3) OPEN.,,,
ATA,2521,3A FOOTREST CAN NOT MOVE,,,
ATA,2521,16D MEAL TABLE BOLT IS MISSED,,,
ATA,2521,25D MEAL TABLE UNBALANCED,,,
ATA,2521,"20A, 26E, 27C TABLE UNBALANCED",,,
ATA,2521,"15K, 19G TABLE BALANCE",,,
ATA,2521,"20E, 21F TABLE BALANCE",,,
ATA,2530,B/C WATER BOILER AND ESPRESSO MACHINE,,,
ATA,2521,3D CHANGE THE SEAT BELT,,,
ATA,2521,"19A,18A,22G TABLE BAL. ADJUST RQ",,,
ATA,2521,21G SEATBACK INOP,,,
ATA,2532,U7-15 WARMER INOP,,,
ATA,2532,A1-11 COFFEE MAKER INOP,,,
ATA,2532,U3 GLY U9-6 COFFEE MAKER INOP,,,
ATA,2521,1K FOOT REST FALLING OFF,,,
ATA,2521,15H SEATBACK RECLINE AUTOMATICALLY,,,
ATA,2540,BC G1A11/G1A12 CART DIVIDER CANNOT USED,,,
ATA,2524,SIAL UPPER LATCH IS LOOSE,,,
ATA,2521,#35B SEAT RECLINE NEED TO CHK,,,
ATA,2521,38J TABLE BALANCE CHK,,,
ATA,2521,38K TABLE BROKEN,,,
ATA,2532,FWD GLY F1-09 COFFEE MAKER NO.1 WATER,,,
ATA,2521,26D TABLE IS TILTED,,,
ATA,2521,5K PAX MOBILE PHONE MISSING,,,
ATA,2532,"COFFEE MAKER NO 1,2 LEAKING",,,
ATA,2532,B/C COFFEE MAKER INOP,,,
ATA,2566,B/C 1H FAK USED,,,
ATA,2521,14C SEAT BACK IS NOT RECLINE,,,
ATA,2521,28A TRAY TABLE DETACHED,,,
ATA,2521,28K CUP HOLDER BROKEN,,,
ATA,2566,1 ROW R SIDE F.A.K IS USED,,,
ATA,2521,26B CUP HOLDER IS MISSING,,,
ATA,2521,WHEN PAX SEATED STRANGE SOUND OCCUR IN,,,
ATA,2521,12B CUP HOLDER BROKEN,,,
ATA,2521,14G PLASTIC COVER NEED FIX UNDER SEAT,,,
ATA,2521,31H SEATBACK BUTTON IS STIFF,,,
ATA,2526,2K WATER DROP FROM OHB WHEN DESCENT,,,
ATA,2521,37DE AIRPODS 1EA MISSING AROUND SEAT,,,
ATA,2532,AFT GLY G2A-31C COFFEE MAKER INOP,,,
ATA,2526,S2A CLOSET R2 IS HARD TO OPEN&CLOSE DOOR,,,
ATA,2533,MID REFRIGERATOR DOOR WAS NOT EASY TO,,,
ATA,2521,15K SEAT BACK RECLINE INOP,,,
ATA,2532,GAIN4 OVEN AFT GLY STEAM FUNCTION INOP,,,
ATA,2540,LAV LU80(U/D) DOOR SIDEING NOISE,,,
ATA,2521,34D SEAT RECLINE INOP,,,
ATA,2540,LAV LM11 AUTO FLUSHING OPERATION ONCE ON,,,
ATA,2540,LAV LM 54 BASIN WATER INOP,,,
ATA,2525,71A SIDE STOWAGE DOOR LOCK INOP,,,
ATA,2540,LAV LM11 AUTO-FLUSHING DURING FLT,,,
ATA,2540,U/D L4 LAV43 FAULET WATER RUNS SOMETIMES,,,
ATA,2524,20A SIDE CLOSET LATCH IS STIFF,,,
ATA,2540,LAV LM83 ROLL PAPER HOLDER MISSING,,,
ATA,2521,"[SEAT]B/C M/T FAST DROP(1HK,3HK)",,,
ATA,2555,131LAW PANEL STUD IS LOOSEN,,,
ATA,2555,132AJW PANEL STUDS ARE LOOSEN,,,
ATA,2525,41G CEILING LIGHT OUT,,,
ATA,2530,MID GLY REFRIGRATOR IS TOO STIFF AND IT,,,
ATA,2540,LAV L62 TOILET LEAK,,,
ATA,2521,"16A, 29G SEAT BACK MOVES BACK WITHOUT",,,
ATA,2532,MID GLY REFREGORATOR LATCH BUTTON IS TIG,,,
ATA,2521,44A SEAT BACK MOVES BACK WITH OUT PRESSI,,,
ATA,2540,L62 LAV TOILET LEAKING,,,
ATA,2544,LAV 56 TRASH BIN DOOR DOSE NOT CLOSE,,,
ATA,2521,57J SEATBELT & SEAT COVER NEED TO BE CHG,,,
ATA,2525,75K SIDE STOWAGE NOT OPENCL,,,
ATA,2521,24A MAGAZINE RACK NOT FIXED,,,
ATA,2532,U7-8 ICE DRAWER RAIL ABNORMAL,,,
ATA,2521,54H SEAT BACK NOT FIXED,,,
ATA,2533,MID GLY REFRIGERATOR FILTER WARNING,,,
ATA,2530,M2-13 COFFEE MAKER HOT PLATE ON BUTTON,,,
ATA,2521,"14F, 16F, 26K, 17K, 12K, 19H TABLE",,,
ATA,2521,"17H, 11H, 23H, 23K, 27H, 28G TABLE",,,
ATA,2521,44K TABLE BALANCE CHK PLZ,,,
ATA,2521,33F MEAL TABLE IS TILTED,,,
ATA,2541,L11(L1 SIDE) DOOR LOCKING LATCH IS SITFF,,,
ATA,2521,22A TABLE BALANCE CHK,,,
ATA,2521,44H TABLE,,,
ATA,2521,"17D, 20A TABLE UNBALANCED",,,
ATA,2532,M2-15 OVEN IS TOO WEAK,,,
ATA,2532,B/C COFFEE MAKER IS LEAKING,,,
ATA,2521,1K MEAL-TABLE BROKEN,,,
ATA,2521,43 SEAT BACK IS NOT WORK TO UPRIGHT,,,
ATA,2541,"L53 LAV, THE DOOR OF THE STORAGE SPACE",,,
ATA,2521,#31K SEAT RECLINE NEED TO CHK,,,
ATA,2521,10C SEAT POCKET FALLING OFF,,,
ATA,2521,16J SEAT BACK RECLINE ABNORMAL,,,
ATA,2532,MID OVEN NO.2 DOOR HANDLE IS BROKEN,,,
ATA,2530,M1-2 LATCH IS LOOSENED,,,
ATA,2530,A1-7 LATCH IS LOOSENED,,,
ATA,2526,F2/C-1 LEFT DOOR LATCH IS NOT COMPLETY,,,
ATA,2521,"14G,14H,16E,27E TABLE IS UNBALANCED",,,
ATA,2521,"33E,34A,34B TABLE IS UNBALANCED",,,
ATA,2521,43G TABLE IS FALLING OUT,,,
ATA,2521,14H TABLE BALANCE TOO BAD CONDITION,,,
ATA,2521,"35C,36B,36D,36C,37C TABLE BALANCE CHK",,,
ATA,2521,34A MEAL TABLE UNBALANCED,,,
ATA,2521,33A TABLE IS TILTED,,,
ATA,2540,LAV8 PUSH THE DRAIN BUTTON STUCK,,,
ATA,2521,"15J,16J CUSHION CONDITION NOT GOOD( ¼",,,
ATA,2517,WHEN WAIK B/C AISLE NOISY( ɾ ٴϸ   ٴڿ     Ҹ,,,
ATA,2521,3C TABLE BALANCE NEED TO BE CHECKED,,,
ATA,2521,27A SEAT RECLINE IS NOT FIXED,,,
ATA,2566,ROW 1 R/H F.A.K IS USED,,,
ATA,2525,FRONT ZONE AIR CONDITIONER IS INOP,,,
ATA,2566,FWD F.A.K USED,,,
ATA,2521,10B TABLE BALANCE,,,
ATA,2533,"FWD,AFT GLY CHILLER FUNCTION IS NOT GOOD",,,
ATA,2526,23C OHB AFTER TAKE OFF WATERDROP,,,
ATA,2530,AFT GLY DRAIN CLOGGED,,,
ATA,2521,10K MEAL TABLE UNBALANCED,,,
ATA,2532,MID GLY OVEN GAIN7 ERROR MESSAGE,,,
ATA,2530,AFT GLY G4AR13 CART STOWAGE LATCH BROKEN,,,
ATA,2533,B/C CHILLER TOO WEAK,,,
ATA,2532,MID GLY ESPRESSO MAKER WATER LEAK,,,
ATA,2521,8C SEATBELT IS DIRTY,,,
ATA,2525,17AC WINDOW LIGHT OUT,,,
ATA,2521,AFTER TAKE OFF 1A SEAT CONTROL INOP,,,
ATA,2521,29D SEAT BACK WAS NOT FIXED,,,
ATA,2561,17H LIFE VEST NEED TO RETURN PLACE,,,
ATA,2532,U/D U3 AFT GLY OVEN U/-13 MEDIUM STEAM M,,,
ATA,2540,FLOOR AROUND LM82 (LAV R5) PLASTIC MOLD,,,
ATA,2532,M/D AFT GLY OVEN A2-14 STOPS WITHOUT ORD,,,
ATA,2540,LAV LM54 DOOR TOO TIGHT TO CLOSE INFLIGH,,,
ATA,2521,27E SEATBELT BUCKLE LOOSE,,,
ATA,2521,17D SEAT BACK BUTTON CHK PLZ,,,
ATA,2521,80B SEATBELT CHANGE REQUIRED,,,
ATA,2521,1H Tray table is not returning,,,
ATA,2521,3A TABLE CHK PLZ (NO CLOSED),,,
ATA,2543,L33 SMALL MIRROR(WALL SIDE) IS OFF,,,
ATA,2521,"12C, 14H, 37F TABLES NEED TO BE BALANCED",,,
ATA,2521,23A SEAT BACK IS NOT FIXED,,,
ATA,2521,23A TABLE TILTED,,,
ATA,2521,11A TABLE BALANCE CHK,,,
ATA,2525,PLEASE CHECK THE SIDE STOWAG 21K,,,
ATA,2525,L5 STAIR NEAR NOISY,,,
ATA,2521,28C SEATBACK NOT FIXED,,,
ATA,2532,G2F-21 OVEN 1 SUDDENLY STOP IN THE,,,
ATA,2530,AFT GLY G2A-45F DIVIDER LATCH CAN'T BE,,,
ATA,2532,AFT GLY G2F-22 OVEN IS HARD TO OPEN,,,
ATA,2521,#38H SEAT CUSHION NEED TO CHANGE,,,
ATA,2521,20H SEATBACK CHK PLZ,,,
ATA,2521,"38,38G,34C,37H TABLE BALANCE",,,
ATA,2521,32D SEAT BACK RECLINE CHK,,,
ATA,2532,MID AFT COFFEE MAKER NO 1 OVERFLOW,,,
ATA,2543,"L3 DOOR SIDE LAV4,5 SOAP DISPENSER INOP",,,
ATA,2521,12H SEAT BACK IS NOT FIXED,,,
ATA,2521,"ADJUST TABLE BALANCE 21A,26J,37B,28D",,,
ATA,2521,5E SOME NOISE WHEN RECLINE,,,
ATA,2521,13B ARMREST BROKEN DOWN,,,
ATA,2521,12C ADJUST BALANCE TABLE,,,
ATA,2521,"MLTABLE UNBALANCED:36J,40B",,,
ATA,2540,L3 LAV5 TRASHBIN DOOR UNCLOSED,,,
ATA,2521,"22B,36J TABLE BALANCE CHK PLS",,,
ATA,2521,30D MONITOR NOT FIXED,,,
ATA,2521,24D SEAT RETRACTION ABNORMAL,,,
ATA,2521,FOUND A COCKROACH 6K,,,
ATA,2521,15A SEATBACK IS NOT FIXED,,,
ATA,2521,36C SEATBACK IS NOT FIXED,,,
ATA,2521,"ARMREST COVER BETWEEN SEATS 23E,23F DOES",,,
ATA,2530,F1-6F LATCH IS STIFF,,,
ATA,2521,16D RECLINE IS NOT FIXED,,,
ATA,2543,LAV E WATER SOAP HEAD PUMP TOO LOOSE,,,
ATA,2561,21C LIFEVEST COVER NEED TO FIX,,,
ATA,2526,16C OHB WATER DROP,,,
ATA,2530,AFT GLY G4AL31B GAIN8 WATER BOILER IS,,,
ATA,2530,AFT GLY G4A45A LATCH IS LOOSENED,,,
ATA,2521,2A SEAT FRAME DAMAGED,,,
ATA,2530,AFT GLY GWDU G4AL22 IS AUTOMATICALLY,,,
ATA,2530,G2A16 BRAKET IS BROKEN,,,
ATA,2521,28E MONITOR HOLD IS BROKEN,,,
ATA,2530,AFT GLY G4F11 LATCH IS BROKEN,,,
ATA,2532,U5-10(U1 ZONE) COFFEE MAKER INOP,,,
ATA,2560,U7-19 FAK OPEN,,,
ATA,2521,30B MEAL TABLE PLACARD MISSING,,,
ATA,2554,FWD CGO XZ DOUBLE & XZ TRIPLE LATCH & AF,,,
ATA,2553,WORN-AFT CGO PDU ROLLER.(114MY18),,,
ATA,2553,WORN-AFT CGO PDU ROLLER.(114MY20),,,
ATA,2525,43-44 L SIDE WINDOW LIGHT OUT,,,
ATA,2521,28K SEATBACK LEANED ON IT GOES STRAIGHT,,,
ATA,2521,45D SEATBACK NOT IN THE UPRIGHT POSITION,,,
ATA,2523,75A & 75K SIDE STOWAGE DOOR NOT OPEN,,,
ATA,2523,7A WINDOW CHK PLS DUE  TO INSELT,,,
ATA,2521,37G SEAT BACK IS NOT DECLINED,,,
ATA,2530,U6-19 LATCH INOP,,,
ATA,2524,SM2-3(R3 CLOSET DOOR) TOO STIFF IT'S HAR,,,
ATA,2521,34D SEAT BACK INOP,,,
ATA,2521,22D SEAT BACK IS TOO HARD TO RECLINE,,,
ATA,2540,#L61 LAV. SEAT BELT SIGN PANNEL IS,,,
ATA,2540,#L11 LAV. SINK DRAIN TOO SLOW,,,
ATA,2540,LAV33(MID) CLOSET BUTTON IS INOP,,,
ATA,2521,27A SEAT TABLE ADJUST TABLE BALANCE,,,
ATA,2541,LAV11 DOOR IS TOO STIFF,,,
ATA,2521,26H MEAL TABLE UNBALANCE,,,
ATA,2541,(L3 DOOR)LAV62 CAN NOT CLOSE THE DOOR,,,
ATA,2521,26C TABLE BALANCE CHK PLS,,,
ATA,2521,10E TABLE OUT TOO TIGHT,,,
ATA,2540,LAV 73 TOILET CLOGGED,,,
ATA,2521,SFCU(1A) SEAT FUNCTION CONTROL UNIT,,,
ATA,2521,41G SEAT BACK INOP,,,
ATA,2540,LAV LM14 THE SINK DOESN'T DRAIN WELL,,,
ATA,2532,C ZONE GLY A1-11 COFFEE MAKER INOP,,,
ATA,2521,21E TABLE BALANCE NEED TO BE FIXED,,,
ATA,2521,24H SEAT BACK WHEN LEANED ON THE,,,
ATA,2541,AFT LAV L DOOR NEED TO BE FIXED,,,
ATA,2543,R4 LAV9 SOAP DISPENSER PUMP NOT FIXED,,,
ATA,2521,29G SEATBACK NOT FIXED,,,
ATA,2532,B/C F1-10 C/M POWER ON L'T BLINKING,,,
ATA,2529,CREW BUNK DOOR'S ASH TRAY MISSING,,,
ATA,2530,B/C F2-05 ICE DRAWER COVER IS FALLING,,,
ATA,2521,10J TABLE IS TILTED,,,
ATA,2521,10K MONITOR IS NOT FIXED,,,
ATA,2521,32E SEAT BACK IS NOT FIXED,,,
ATA,2541,LAV8 DOOR IS STIFF,,,
ATA,2533,MID GLY CHILLER IS NOT WORK,,,
ATA,2533,AFT GLY REFRIGERATOR AB-06 OVERHEAT,,,
ATA,2521,10J SEATPOCKET BROKEN,,,
ATA,2521,5K SEATBELT NEED TO BE CHECKED,,,
ATA,2521,14B SEAT IS MOVING,,,
ATA,2530,AFT GLY A1-20 LATCH IS LOOSENED,,,
ATA,2522,NO.3 R-SIDE JUMPSEAT DOES NOT RETREAT,,,
ATA,2541,NO.3 R-SIDE LAVA LOCKING MECHANISM,,,
ATA,2521,12E HARD TO CLOSE THE TRAY TABLE,,,
ATA,2530,FWD GLY NO.172 MIDDLE STOPPER INOP,,,
ATA,2521,17D TABLE IS LOOSENED,,,
ATA,2521,2K TABLE UNBALANCED&NEED TO BE ADJUSTED,,,
ATA,2530,B/C GLY F2-5 UPPER LATCH ABNORMAL,,,
ATA,2527,24B CARPET DETACHED,,,
ATA,2526,20H OHB WATER DROP,,,
ATA,2521,10B TABLE IS TOO STIFF,,,
ATA,2521,15H TABLE BALANCE CHK,,,
ATA,2521,38B TABLE IS VERY TOUGH TO OPEN,,,
ATA,2527,FWD GLY FLOOR CARPET IS TORNED,,,
ATA,2530,B/C GLY G1A13 DOOR LATCH IS DETACHED,,,
ATA,2566,B/C L1 SIDE FAK OPENED,,,
ATA,2530,AFT GLY G4A16 LATCH IS TOO LOOSENED,,,
ATA,2532,G1FR35B GAIN2 COFFEE MAKER MALFUNCTION,,,
ATA,2532,TRASH COMPACTOR IS NOT WORKING C ZONE,,,
ATA,2521,15C MEAL TABLE IS TILTED,,,
ATA,2521,19C TABLE BALANCE CHK,,,
ATA,2521,"1F,7E SEAT COVER CHANGE PLS",,,
ATA,2532,M/D MID GLY F5-17 C/M INOP,,,
ATA,2532,C ZONE A1-10 C/M INOPERATIVE SOMETIMEY,,,
ATA,2532,TRASH COMPACTOR INOP FROQUENTLY,,,
ATA,2525,2A SIDE WALL REAR DOOR OPEN LOCK INOP,,,
ATA,2521,59K FOOTREST IS NOT FIXED,,,
ATA,2533,BC FORWARD GLY ALL CHILLER CHK PLZ,,,
ATA,2561,55H LIFE VEST COVER DETACHED,,,
ATA,2524,R3 DOOR LM 54 MIRROR CLOSET CUN NOT BE O,,,
ATA,2521,59K SEATBACK IS NOT FIXED,,,
ATA,2521,[MI KR]12B AND 38EA ARMREST SHAKE,,,
ATA,2521,2C RIGHT SIDE ARMREST LOWER BACK UNDER S,,,
ATA,2521,31D TABLE   UNBALANCED.,,,
ATA,2521,28A SEAT COVER IS WET,,,
ATA,2526,"31H,J,K O/H BIN CATCH ADJ PLS",,,
ATA,2521,3K 2K SEAT BUTTON MISSING,,,
ATA,2521,2G SEAT TABLE NOT PULLED OUT,,,
ATA,2540,L34 LAV. ASH TRAY OPEN WELL,,,
ATA,2521,1A FOOR BAR IS NOT FIXED,,,
ATA,2532,F2-5 OVEN FATCH TOO LOOSE,,,
ATA,2521,"3G, SEAT CONTROL INOP",,,
ATA,2521,17K MEAL TABLE IS TILTED,,,
ATA,2521,16K SEATBACK IS TOO LOOSENED,,,
ATA,2521,"33C, 33K TABLE BALANCE IS NO GOOD",,,
ATA,2521,"36C, 37G, 42D TABLE IS TILTED",,,
ATA,2521,"17F,44G HANDSET INOP",,,
ATA,2542,LAV74 WASH BASIN IS LEAKING,,,
ATA,2521,35C SEATBACK IS NOT UPRIGHT,,,
ATA,2521,15C-TABLE BALANCE CHK PLZ,,,
ATA,2532,AFT-GLY G21-25 OVEN INOP,,,
ATA,2521,34B SEAT CUSHION SINK,,,
ATA,2521,35C SEAT BACK IS NOT FIXED PERFECTLY,,,
ATA,2521,"14B,33H TABLE ARE TILTED",,,
ATA,2521,TABLE BALANCE CHK PLZ,,,
ATA,2530,A3-9 DRAWER HARD TO CLOSE,,,
ATA,2521,30J TRAY TABLE NOT OPENED,,,
ATA,2522,L3 DOOR J/SEAT HARNESS ABNORMAL,,,
ATA,2521,"23D,35B SEAT BACK NOT FIXED",,,
ATA,2521,24D SEAT BACK INOP,,,
ATA,2521,12K TABLE BALANCE CHK PLZ,,,
ATA,2532,FWD GLY ESPRESSO MACHINE IS NOT WORKING,,,
ATA,2521,1F TRAY TABLE NEEDS TO BE CHECKED,,,
ATA,2530,AFT GLY ICE DRAWER FORNT PANEL REMOVED,,,
ATA,2526,"16R,8L SIDE O.H.B LATCH IS LOOSENED",,,
ATA,2522,L1B CREW JUMP SEAT RETRACTION ABNORMAL,,,
ATA,2521,10J SEATBELT BUCKLE CANNOT BE FASTENED,,,
ATA,2521,3C TABLE UNBALANCE,,,
ATA,2521,23K CUP HOLDER BROKEN,,,
ATA,2521,27K-SEATBACK CHK PLZ.IT GOES TO BACK WHE,,,
ATA,2521,2A IF SEAT CUSHION SWITCHED,,,
ATA,2521,32H SEATBACK RECLING INOP,,,
ATA,2530,AFT GLY GAIN 5 OVEN 'HEATER FAILURE',,,
ATA,2521,18C SEAT BACK RECLIINE CHECK PLZ,,,
ATA,2532,MID GLY GAIN4 COFFEE NOT BREWED,,,
ATA,2532,MID GLY GAIN3 COFFEE NOT BREWED LIGHTLY,,,
ATA,2532,AFT GLY GAIN4(G4A24) HANDLE COVER BROKEN,,,
ATA,2521,7A MEAL TABLE IS LOOSENED,,,
ATA,2530,AFT GLY GWDU DRAIN BY ITSELF,,,
ATA,2530,B/C ESPRESSO MACHINE DRAIN COVER NOT,,,
ATA,2560,R2 STOWAGE SURVIVAL KIT & UPK ARE NOT,,,
ATA,2521,21A UNABLE CONTROL SEAT,,,
ATA,2521,39H MEAL TABLE IS TILTED,,,
ATA,2530,UPPER DECK(B/C) GLY COOLING ACV IS NOT F,,,
ATA,2525,UPPER DECK B/C 22A SIDE STOWAGE CANNOT B,,,
ATA,2532,UPPER DECK GLY (U5-10) ESPRESSO MACHINE,,,
ATA,2532,UPPER DECK (U3-8) OVNE INOP,,,
ATA,2540,LM11 LAV FLUSHING INOP IT IS OPERATING,,,
ATA,2521,WHEN OPEN THE TABLE COVER ON THE ARMSET,,,
ATA,2521,"31A,36C TABLE BALANCE CHK",,,
ATA,2561,[EMER]LIFEVEST EXPIRATION DATE LESS THAN,,,
ATA,2521,28H:   SEAT  BACK UNFIXED,,,
ATA,2540,LAV3    ( R2 DOOR)  FLUSHING   IS OPEN,,,
ATA,2540,LAV L14 DOOR DETATCHED,,,
ATA,2521,1D FOOT REST LOOSENED,,,
ATA,2521,1D FOOT REST LOOSENED,,,
ATA,2521,1D FOOT REST LOOSENED,,,
ATA,2521,1D FOOT REST LOOSENED,,,
ATA,2532,A1-14 OVEN WORK WITHOUT TOUCH,,,
ATA,2521,41C TRAY TABLE BOLT DETACHED,,,
ATA,2526,DARK BLACK LIQUID DROPS OUT OF,,,
ATA,2538,B/C SVC trolley need to CHG,,,
ATA,2541,L62 LAV LOCKING CHK!,,,
ATA,2525,28A WALL HOLDING CHK!,,,
ATA,2521,24E SEATBACK MOVE TO HARD,,,
ATA,2521,"27H, 26D TABLE BALANCE CHK",,,
ATA,2521,B ZONE WALL MONITOR INOP,,,
